mnist,3,0.3,100,1,False,mlp,0.1,nn,1,False,32,0,1.0,1.0,66,0,20220725101555
mnist,3,0.3,100,1,False,mlp,0.1,nn,1,True,32,0,1.0,1.0,66,0,20220725101753
mnist,3,0.3,100,1,False,mlp,0.1,clustering,1,False,,0,1.0,1.0,66,0,20220725101950
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,0.8676470588235294,1.0,68,0,20220725102312
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,0.7941176470588235,1.0,68,0,20220725102510
mnist,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,0.35294117647058826,0.8235294117647058,68,0,20220725102706
mnist,3,0.3,100,3,False,mlp,0.1,nn,3,False,32,0,0.5522388059701493,0.9850746268656716,67,0,20220725103029
mnist,3,0.3,100,3,False,mlp,0.1,nn,3,True,32,0,0.40298507462686567,0.9104477611940298,67,0,20220725103227
mnist,3,0.3,100,3,False,mlp,0.1,clustering,3,False,,0,0.16417910447761194,0.6865671641791045,67,0,20220725103425
mnist,3,0.3,100,4,False,mlp,0.1,nn,4,False,32,0,0.3559322033898305,1.0,63,4,20220725103748
mnist,3,0.3,100,4,False,mlp,0.1,nn,4,True,32,0,0.1864406779661017,0.9841269841269841,63,4,20220725103946
mnist,3,0.3,100,4,False,mlp,0.1,clustering,4,False,,0,0.0847457627118644,0.5714285714285714,63,4,20220725104144
mnist,3,0.3,100,5,False,mlp,0.1,nn,5,False,32,0,0.06779661016949153,0.9682539682539683,63,4,20220725104508
mnist,3,0.3,100,5,False,mlp,0.1,nn,5,True,32,0,0.03389830508474576,0.9523809523809523,63,4,20220725104705
mnist,3,0.3,100,5,False,mlp,0.1,clustering,5,False,,0,0.05084745762711865,0.6031746031746031,63,4,20220725104903
mnist,3,0.3,100,6,False,mlp,0.1,nn,6,False,32,0,0.16363636363636364,0.967741935483871,62,7,20220725105226
mnist,3,0.3,100,6,False,mlp,0.1,nn,6,True,32,0,0.10909090909090909,0.9838709677419355,62,7,20220725105426
mnist,3,0.3,100,6,False,mlp,0.1,clustering,6,False,,0,0.09090909090909091,0.6129032258064516,62,7,20220725105625
mnist,3,0.3,100,7,False,mlp,0.1,nn,7,False,32,0,0.16129032258064516,1.0,66,4,20220725105943
mnist,3,0.3,100,7,False,mlp,0.1,nn,7,True,32,0,0.20967741935483872,0.8939393939393939,66,4,20220725110140
mnist,3,0.3,100,7,False,mlp,0.1,clustering,7,False,,0,0.0967741935483871,0.7272727272727273,66,4,20220725110337
mnist,3,0.3,100,8,False,mlp,0.1,nn,8,False,32,0,0.16071428571428573,1.0,66,10,20220725110659
mnist,3,0.3,100,8,False,mlp,0.1,nn,8,True,32,0,0.125,0.9545454545454546,66,10,20220725110856
mnist,3,0.3,100,8,False,mlp,0.1,clustering,8,False,,0,0.14285714285714285,0.7575757575757576,66,10,20220725111055
mnist,3,0.3,100,9,False,mlp,0.1,nn,9,False,32,0,0.18032786885245902,0.96875,64,3,20220725111416
mnist,3,0.3,100,9,False,mlp,0.1,nn,9,True,32,0,0.26229508196721313,0.984375,64,3,20220725111613
mnist,3,0.3,100,9,False,mlp,0.1,clustering,9,False,,0,0.19672131147540983,0.890625,64,3,20220725111809
cifar10,3,0.3,100,1,False,mlp,0.1,nn,1,False,32,0,1.0,1.0,62,0,20220725122653
cifar10,3,0.3,100,1,False,mlp,0.1,nn,1,True,32,0,1.0,1.0,62,0,20220725123420
cifar10,3,0.3,100,1,False,mlp,0.1,clustering,1,False,,0,1.0,1.0,62,0,20220725123634
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,0.5892857142857143,0.9354838709677419,62,6,20220725124605
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,0.5892857142857143,0.9516129032258065,62,6,20220725125329
cifar10,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,0.5178571428571429,0.8387096774193549,62,6,20220725125543
cifar10,3,0.3,100,3,False,mlp,0.1,nn,3,False,32,0,0.40350877192982454,0.8709677419354839,62,5,20220725130527
cifar10,3,0.3,100,3,False,mlp,0.1,nn,3,True,32,0,0.2982456140350877,0.8870967741935484,62,5,20220725131257
cifar10,3,0.3,100,3,False,mlp,0.1,clustering,3,False,,0,0.22807017543859648,0.6612903225806451,62,5,20220725131511
cifar10,3,0.3,100,4,False,mlp,0.1,nn,4,False,32,0,0.36363636363636365,0.9354838709677419,62,7,20220725132439
cifar10,3,0.3,100,4,False,mlp,0.1,nn,4,True,32,0,0.3090909090909091,0.9032258064516129,62,7,20220725133207
cifar10,3,0.3,100,4,False,mlp,0.1,clustering,4,False,,0,0.12727272727272726,0.8387096774193549,62,7,20220725133422
cifar10,3,0.3,100,5,False,mlp,0.1,nn,5,False,32,0,0.26785714285714285,0.9516129032258065,62,6,20220725134347
cifar10,3,0.3,100,5,False,mlp,0.1,nn,5,True,32,0,0.14285714285714285,0.9193548387096774,62,6,20220725135115
cifar10,3,0.3,100,5,False,mlp,0.1,clustering,5,False,,0,0.05357142857142857,0.8548387096774194,62,6,20220725135330
