mnist,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,0.25,False,,,0.9852941176470589,1.0,0,68,20220127193629
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,0.25,False,,,0.9117647058823529,1.0,0,68,20220127194023
mnist,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,0.25,False,,,0.39705882352941174,0.9117647058823529,0,68,20220127194032
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,0.5,False,,,0.9705882352941176,1.0,0,68,20220127194239
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,0.5,False,,,0.7794117647058824,1.0,0,68,20220127194634
mnist,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,0.5,False,,,0.38235294117647056,0.8676470588235294,0,68,20220127194643
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,1.0,False,,,0.8529411764705882,0.9852941176470589,0,68,20220127194859
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,1.0,False,,,0.6764705882352942,0.9411764705882353,0,68,20220127195255
mnist,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,1.0,False,,,0.38235294117647056,0.7941176470588235,0,68,20220127195304
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,2.0,False,,,0.5441176470588235,0.8970588235294118,0,68,20220127195520
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,2.0,False,,,0.36764705882352944,0.6764705882352942,0,68,20220127195916
mnist,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,2.0,False,,,0.4411764705882353,0.7794117647058824,0,68,20220127195926
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,4.0,False,,,0.17647058823529413,0.7205882352941176,0,68,20220127200141
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,4.0,False,,,0.07352941176470588,0.5882352941176471,0,68,20220127200541
mnist,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,4.0,False,,,0.39705882352941174,0.7205882352941176,0,68,20220127200553
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,8.0,False,,,0.0,0.11764705882352941,0,68,20220127200813
mnist,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,8.0,False,,,0.014705882352941176,0.14705882352941177,0,68,20220127201218
mnist,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,8.0,False,,,0.04411764705882353,0.3235294117647059,0,68,20220127201235
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,0.25,False,,,0.9107142857142857,0.967741935483871,6,62,20220127202014
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,0.25,False,,,0.8928571428571429,1.0,6,62,20220127203532
cifar10,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,0.25,False,,,0.9642857142857143,1.0,6,62,20220127203546
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,0.5,False,,,0.875,0.9516129032258065,6,62,20220127204344
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,0.5,False,,,0.8214285714285714,0.9838709677419355,6,62,20220127205914
cifar10,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,0.5,False,,,0.8928571428571429,1.0,6,62,20220127205929
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,1.0,False,,,0.8035714285714286,0.9516129032258065,6,62,20220127210726
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,1.0,False,,,0.7678571428571429,0.9838709677419355,6,62,20220127212251
cifar10,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,1.0,False,,,0.8571428571428571,1.0,6,62,20220127212307
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,2.0,False,,,0.75,0.9516129032258065,6,62,20220127213106
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,2.0,False,,,0.6607142857142857,0.9354838709677419,6,62,20220127214629
cifar10,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,2.0,False,,,0.48214285714285715,0.9516129032258065,6,62,20220127214650
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,4.0,False,,,0.42857142857142855,0.8548387096774194,6,62,20220127215449
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,4.0,False,,,0.375,0.7903225806451613,6,62,20220127221024
cifar10,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,4.0,False,,,0.23214285714285715,0.7096774193548387,6,62,20220127221057
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,False,32,0,index-privacy,8.0,False,,,0.05357142857142857,0.14516129032258066,6,62,20220127221912
cifar10,3,0.3,100,2,False,mlp,0.1,nn,2,True,32,0,index-privacy,8.0,False,,,0.05357142857142857,0.1935483870967742,6,62,20220127223505
cifar10,3,0.3,100,2,False,mlp,0.1,clustering,2,False,,0,index-privacy,8.0,False,,,0.03571428571428571,0.4032258064516129,6,62,20220127223610
