mnist,1,0.3,10000,,False,mlp,0.1,0,optimized,10,,,18.666202545166016,20221119181714
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,10,,,0.16369646787643433,20221119182931
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,100,,,0.14040067791938782,20221119182940
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,1000,,,0.14166267216205597,20221119182948
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,3000,,,0.14290612936019897,20221119182956
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,10,,,0.14269974827766418,20221119183004
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,100,,,0.1429498940706253,20221119183013
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,1000,,,0.1510438472032547,20221119183021
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,3000,,,0.1430361121892929,20221119183029
mnist,1,0.3,10000,,False,mlp,0.1,0,optimized,100,,,28.107988357543945,20221119195151
