cifar10,3,0.1,1000,3,False,cnn,0.1,nn,3,False,32,0,,,False,,,,0.6917293233082706,1.0,2,268,20220814131311
cifar10,3,0.1,1000,3,False,cnn,0.1,nn,3,False,32,0,,,True,5.0,0.1,0.5,0.6804511278195489,1.0,2,268,20220814132148
cifar10,3,0.1,1000,3,False,cnn,0.1,nn,3,False,32,0,,,True,5.0,0.1,1.0,0.6466165413533834,0.996268656716418,2,268,20220814133025
cifar10,3,0.1,1000,3,False,cnn,0.1,nn,3,False,32,0,,,True,5.0,0.1,2.0,0.6127819548872181,0.9925373134328358,2,268,20220814133902
cifar10,3,0.1,1000,3,False,cnn,0.1,nn,3,False,32,0,,,True,5.0,0.1,4.0,0.29699248120300753,0.9365671641791045,2,268,20220814134740
cifar10,3,0.1,1000,3,False,cnn,0.1,nn,3,False,32,0,,,True,5.0,0.1,8.0,0.07894736842105263,0.5932835820895522,2,268,20220814135619
cifar10,3,0.1,1000,3,False,cnn,0.1,nn,3,False,32,0,,,True,5.0,0.1,16.0,0.045112781954887216,0.4253731343283582,2,268,20220814140510
cifar10,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,False,,,,0.9962406015037594,1.0,2,268,20220814141409
cifar10,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,0.5,0.9924812030075187,1.0,2,268,20220814142310
cifar10,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,1.0,0.9887218045112782,1.0,2,268,20220814143211
cifar10,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,2.0,0.9736842105263158,1.0,2,268,20220814144115
cifar10,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,4.0,0.793233082706767,1.0,2,268,20220814145018
cifar10,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,8.0,0.35714285714285715,0.8917910447761194,2,268,20220814145918
cifar10,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,16.0,0.30451127819548873,0.7761194029850746,2,268,20220814150823
mnist,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,False,,,1.12,0.8932806324110671,1.0,12,265,20230301170540
mnist,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,0.5,0.9209486166007905,1.0,12,265,20230301170808
mnist,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,1.0,0.924901185770751,1.0,12,265,20230301171038
mnist,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,2.0,0.9090909090909091,1.0,12,265,20230301171306
mnist,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,4.0,0.7351778656126482,0.9962264150943396,12,265,20230301171534
mnist,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,8.0,0.43873517786561267,0.939622641509434,12,265,20230301171803
mnist,3,0.1,1000,3,False,mlp,0.1,nn,3,False,32,0,,,True,5.0,0.1,16.0,0.38735177865612647,0.8452830188679246,12,265,20230301172030
