mnist,1,0.3,10,,False,mlp,0.1,0,advanced,,,0.053923349827528,20220127133815
mnist,1,0.3,10,,False,mlp,0.1,0,baseline,,,0.08013876527547836,20220127133822
mnist,1,0.3,10,,False,mlp,0.1,0,non_oblivious,,,0.0014570140046998858,20220127133830
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,,,0.1717057079076767,20220127133838
mnist,1,0.3,100,,False,mlp,0.1,0,baseline,,,0.5415763854980469,20220127133848
mnist,1,0.3,100,,False,mlp,0.1,0,non_oblivious,,,0.003125980030745268,20220127133856
mnist,1,0.3,1000,,False,mlp,0.1,0,advanced,,,2.8150908946990967,20220127133919
mnist,1,0.3,1000,,False,mlp,0.1,0,baseline,,,4.720389366149902,20220127133944
mnist,1,0.3,1000,,False,mlp,0.1,0,non_oblivious,,,0.028363769873976707,20220127134004
mnist,1,0.3,10000,,False,mlp,0.1,0,advanced,,,284.6743469238281,20220127134726
mnist,1,0.3,10000,,False,mlp,0.1,0,baseline,,,50.947601318359375,20220127135054
mnist,1,0.3,10000,,False,mlp,0.1,0,non_oblivious,,,2.505211591720581,20220127135334
mnist,1,0.3,10,,False,mlp,0.1,0,advanced,,,0.05495747923851013,20220127135342
mnist,1,0.3,10,,False,mlp,0.1,0,baseline,,,0.05027206242084503,20220127135349
mnist,1,0.3,10,,False,mlp,0.1,0,non_oblivious,,,0.0014726880472153425,20220127135356
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,,,0.17241205275058746,20220127135405
mnist,1,0.3,100,,False,mlp,0.1,0,baseline,,,0.4829789400100708,20220127135414
mnist,1,0.3,100,,False,mlp,0.1,0,non_oblivious,,,0.0032273249235004187,20220127135422
mnist,1,0.3,1000,,False,mlp,0.1,0,advanced,,,2.7695701122283936,20220127135445
mnist,1,0.3,1000,,False,mlp,0.1,0,baseline,,,5.150628566741943,20220127135510
mnist,1,0.3,1000,,False,mlp,0.1,0,non_oblivious,,,0.028134046122431755,20220127135530
mnist,1,0.3,10000,,False,mlp,0.1,0,advanced,,,285.1612243652344,20220127140252
mnist,1,0.3,10000,,False,mlp,0.1,0,baseline,,,53.41427993774414,20220127140623
mnist,1,0.3,10000,,False,mlp,0.1,0,non_oblivious,,,2.486057996749878,20220127140902
mnist,1,0.3,10,,False,mlp,0.1,0,advanced,,,0.05326422303915024,20220127140910
mnist,1,0.3,10,,False,mlp,0.1,0,baseline,,,0.052070606499910355,20220127140918
mnist,1,0.3,10,,False,mlp,0.1,0,non_oblivious,,,0.0013551049632951617,20220127140925
mnist,1,0.3,100,,False,mlp,0.1,0,advanced,,,0.17640924453735352,20220127140934
mnist,1,0.3,100,,False,mlp,0.1,0,baseline,,,0.5003291368484497,20220127140943
mnist,1,0.3,100,,False,mlp,0.1,0,non_oblivious,,,0.0032632939983159304,20220127140951
